Delay (ps) - A ch X	Lockin Signal - A ch X	Delay (ps) - A ch Y	Lockin Signal - A ch Y	Delay (ps) - B ch X	Lockin Signal - B ch X	Delay (ps) - B ch Y	Lockin Signal - B ch Y
52.5	9.40E-03	52.5	-2.11E-03	52.5	9.40E-03	52.5	-2.11E-03
52.505	9.37E-03	52.505	-2.11E-03	52.505	9.37E-03	52.505	-2.11E-03
52.51	9.37E-03	52.51	-2.12E-03	52.51	9.37E-03	52.51	-2.12E-03
52.515	9.36E-03	52.515	-2.12E-03	52.515	9.36E-03	52.515	-2.12E-03
52.52	9.34E-03	52.52	-2.12E-03	52.52	9.34E-03	52.52	-2.12E-03
52.525	9.32E-03	52.525	-2.12E-03	52.525	9.32E-03	52.525	-2.12E-03
52.53	9.30E-03	52.53	-2.12E-03	52.53	9.30E-03	52.53	-2.12E-03
52.535	9.29E-03	52.535	-2.12E-03	52.535	9.29E-03	52.535	-2.12E-03
52.54	9.27E-03	52.54	-2.13E-03	52.54	9.27E-03	52.54	-2.13E-03
52.545	9.27E-03	52.545	-2.13E-03	52.545	9.27E-03	52.545	-2.13E-03
52.55	9.25E-03	52.55	-2.13E-03	52.55	9.25E-03	52.55	-2.13E-03
52.555	9.24E-03	52.555	-2.13E-03	52.555	9.24E-03	52.555	-2.13E-03
52.56	9.23E-03	52.56	-2.14E-03	52.56	9.23E-03	52.56	-2.14E-03
52.565	9.22E-03	52.565	-2.13E-03	52.565	9.22E-03	52.565	-2.13E-03
52.57	9.21E-03	52.57	-2.14E-03	52.57	9.21E-03	52.57	-2.14E-03
52.575	9.20E-03	52.575	-2.14E-03	52.575	9.20E-03	52.575	-2.14E-03
52.58	9.18E-03	52.58	-2.14E-03	52.58	9.18E-03	52.58	-2.14E-03
52.585	9.16E-03	52.585	-2.15E-03	52.585	9.16E-03	52.585	-2.15E-03
52.59	9.15E-03	52.59	-2.15E-03	52.59	9.15E-03	52.59	-2.15E-03
52.595	9.14E-03	52.595	-2.15E-03	52.595	9.14E-03	52.595	-2.15E-03
52.6	9.13E-03	52.6	-2.15E-03	52.6	9.13E-03	52.6	-2.15E-03
52.605	9.12E-03	52.605	-2.15E-03	52.605	9.12E-03	52.605	-2.15E-03
52.61	9.11E-03	52.61	-2.15E-03	52.61	9.11E-03	52.61	-2.15E-03
52.615	9.10E-03	52.615	-2.15E-03	52.615	9.10E-03	52.615	-2.15E-03
52.62	9.10E-03	52.62	-2.15E-03	52.62	9.10E-03	52.62	-2.15E-03
52.625	9.09E-03	52.625	-2.15E-03	52.625	9.09E-03	52.625	-2.15E-03
52.63	9.08E-03	52.63	-2.15E-03	52.63	9.08E-03	52.63	-2.15E-03
52.635	9.06E-03	52.635	-2.15E-03	52.635	9.06E-03	52.635	-2.15E-03
52.64	9.05E-03	52.64	-2.16E-03	52.64	9.05E-03	52.64	-2.16E-03
52.645	9.04E-03	52.645	-2.15E-03	52.645	9.04E-03	52.645	-2.15E-03
52.65	9.03E-03	52.65	-2.15E-03	52.65	9.03E-03	52.65	-2.15E-03
52.655	9.01E-03	52.655	-2.16E-03	52.655	9.01E-03	52.655	-2.16E-03
52.66	9.00E-03	52.66	-2.16E-03	52.66	9.00E-03	52.66	-2.16E-03
52.665	9.00E-03	52.665	-2.16E-03	52.665	9.00E-03	52.665	-2.16E-03
52.67	8.99E-03	52.67	-2.16E-03	52.67	8.99E-03	52.67	-2.16E-03
52.675	8.98E-03	52.675	-2.16E-03	52.675	8.98E-03	52.675	-2.16E-03
52.68	8.97E-03	52.68	-2.16E-03	52.68	8.97E-03	52.68	-2.16E-03
52.685	8.97E-03	52.685	-2.16E-03	52.685	8.97E-03	52.685	-2.16E-03
52.69	8.96E-03	52.69	-2.16E-03	52.69	8.96E-03	52.69	-2.16E-03
52.695	8.95E-03	52.695	-2.16E-03	52.695	8.95E-03	52.695	-2.16E-03
52.7	8.95E-03	52.7	-2.16E-03	52.7	8.95E-03	52.7	-2.16E-03
52.705	8.94E-03	52.705	-2.16E-03	52.705	8.94E-03	52.705	-2.16E-03
52.71	8.93E-03	52.71	-2.16E-03	52.71	8.93E-03	52.71	-2.16E-03
52.715	8.92E-03	52.715	-2.16E-03	52.715	8.92E-03	52.715	-2.16E-03
52.72	8.92E-03	52.72	-2.17E-03	52.72	8.92E-03	52.72	-2.17E-03
52.725	8.90E-03	52.725	-2.17E-03	52.725	8.90E-03	52.725	-2.17E-03
52.73	8.90E-03	52.73	-2.17E-03	52.73	8.90E-03	52.73	-2.17E-03
52.735	8.89E-03	52.735	-2.17E-03	52.735	8.89E-03	52.735	-2.17E-03
52.74	8.88E-03	52.74	-2.17E-03	52.74	8.88E-03	52.74	-2.17E-03
52.745	8.87E-03	52.745	-2.17E-03	52.745	8.87E-03	52.745	-2.17E-03
52.75	8.87E-03	52.75	-2.17E-03	52.75	8.87E-03	52.75	-2.17E-03
52.755	8.86E-03	52.755	-2.17E-03	52.755	8.86E-03	52.755	-2.17E-03
52.76	8.87E-03	52.76	-2.17E-03	52.76	8.87E-03	52.76	-2.17E-03
52.765	8.86E-03	52.765	-2.17E-03	52.765	8.86E-03	52.765	-2.17E-03
52.77	8.85E-03	52.77	-2.17E-03	52.77	8.85E-03	52.77	-2.17E-03
52.775	8.84E-03	52.775	-2.17E-03	52.775	8.84E-03	52.775	-2.17E-03
52.78	8.83E-03	52.78	-2.17E-03	52.78	8.83E-03	52.78	-2.17E-03
52.785	8.82E-03	52.785	-2.17E-03	52.785	8.82E-03	52.785	-2.17E-03
52.79	8.81E-03	52.79	-2.17E-03	52.79	8.81E-03	52.79	-2.17E-03
52.795	8.81E-03	52.795	-2.18E-03	52.795	8.81E-03	52.795	-2.18E-03
52.8	8.81E-03	52.8	-2.18E-03	52.8	8.81E-03	52.8	-2.18E-03
52.805	8.81E-03	52.805	-2.18E-03	52.805	8.81E-03	52.805	-2.18E-03
52.81	8.81E-03	52.81	-2.18E-03	52.81	8.81E-03	52.81	-2.18E-03
52.815	8.79E-03	52.815	-2.18E-03	52.815	8.79E-03	52.815	-2.18E-03
52.82	8.79E-03	52.82	-2.18E-03	52.82	8.79E-03	52.82	-2.18E-03
52.825	8.78E-03	52.825	-2.18E-03	52.825	8.78E-03	52.825	-2.18E-03
52.83	8.78E-03	52.83	-2.19E-03	52.83	8.78E-03	52.83	-2.19E-03
52.835	8.78E-03	52.835	-2.19E-03	52.835	8.78E-03	52.835	-2.19E-03
52.84	8.78E-03	52.84	-2.18E-03	52.84	8.78E-03	52.84	-2.18E-03
52.845	8.76E-03	52.845	-2.18E-03	52.845	8.76E-03	52.845	-2.18E-03
52.85	8.76E-03	52.85	-2.18E-03	52.85	8.76E-03	52.85	-2.18E-03
52.855	8.75E-03	52.855	-2.18E-03	52.855	8.75E-03	52.855	-2.18E-03
52.86	8.75E-03	52.86	-2.18E-03	52.86	8.75E-03	52.86	-2.18E-03
52.865	8.75E-03	52.865	-2.18E-03	52.865	8.75E-03	52.865	-2.18E-03
52.87	8.75E-03	52.87	-2.18E-03	52.87	8.75E-03	52.87	-2.18E-03
52.875	8.75E-03	52.875	-2.19E-03	52.875	8.75E-03	52.875	-2.19E-03
52.88	8.74E-03	52.88	-2.18E-03	52.88	8.74E-03	52.88	-2.18E-03
52.885	8.75E-03	52.885	-2.19E-03	52.885	8.75E-03	52.885	-2.19E-03
52.89	8.74E-03	52.89	-2.19E-03	52.89	8.74E-03	52.89	-2.19E-03
52.895	8.74E-03	52.895	-2.19E-03	52.895	8.74E-03	52.895	-2.19E-03
52.9	8.73E-03	52.9	-2.19E-03	52.9	8.73E-03	52.9	-2.19E-03
52.905	8.73E-03	52.905	-2.19E-03	52.905	8.73E-03	52.905	-2.19E-03
52.91	8.71E-03	52.91	-2.19E-03	52.91	8.71E-03	52.91	-2.19E-03
52.915	8.70E-03	52.915	-2.19E-03	52.915	8.70E-03	52.915	-2.19E-03
52.92	8.69E-03	52.92	-2.19E-03	52.92	8.69E-03	52.92	-2.19E-03
52.925	8.70E-03	52.925	-2.19E-03	52.925	8.70E-03	52.925	-2.19E-03
52.93	8.69E-03	52.93	-2.18E-03	52.93	8.69E-03	52.93	-2.18E-03
52.935	8.69E-03	52.935	-2.19E-03	52.935	8.69E-03	52.935	-2.19E-03
52.94	8.69E-03	52.94	-2.18E-03	52.94	8.69E-03	52.94	-2.18E-03
52.945	8.69E-03	52.945	-2.19E-03	52.945	8.69E-03	52.945	-2.19E-03
52.95	8.68E-03	52.95	-2.19E-03	52.95	8.68E-03	52.95	-2.19E-03
52.955	8.67E-03	52.955	-2.19E-03	52.955	8.67E-03	52.955	-2.19E-03
52.96	8.67E-03	52.96	-2.19E-03	52.96	8.67E-03	52.96	-2.19E-03
52.965	8.68E-03	52.965	-2.19E-03	52.965	8.68E-03	52.965	-2.19E-03
52.97	8.67E-03	52.97	-2.19E-03	52.97	8.67E-03	52.97	-2.19E-03
52.975	8.67E-03	52.975	-2.19E-03	52.975	8.67E-03	52.975	-2.19E-03
52.98	8.67E-03	52.98	-2.19E-03	52.98	8.67E-03	52.98	-2.19E-03
52.985	8.66E-03	52.985	-2.19E-03	52.985	8.66E-03	52.985	-2.19E-03
52.99	8.66E-03	52.99	-2.19E-03	52.99	8.66E-03	52.99	-2.19E-03
52.995	8.65E-03	52.995	-2.18E-03	52.995	8.65E-03	52.995	-2.18E-03
53	8.65E-03	53	-2.19E-03	53	8.65E-03	53	-2.19E-03
53.005	8.65E-03	53.005	-2.19E-03	53.005	8.65E-03	53.005	-2.19E-03
53.01	8.65E-03	53.01	-2.19E-03	53.01	8.65E-03	53.01	-2.19E-03
53.015	8.65E-03	53.015	-2.19E-03	53.015	8.65E-03	53.015	-2.19E-03
53.02	8.65E-03	53.02	-2.19E-03	53.02	8.65E-03	53.02	-2.19E-03
53.025	8.65E-03	53.025	-2.19E-03	53.025	8.65E-03	53.025	-2.19E-03
53.03	8.64E-03	53.03	-2.19E-03	53.03	8.64E-03	53.03	-2.19E-03
53.035	8.64E-03	53.035	-2.19E-03	53.035	8.64E-03	53.035	-2.19E-03
53.04	8.63E-03	53.04	-2.19E-03	53.04	8.63E-03	53.04	-2.19E-03
53.045	8.63E-03	53.045	-2.19E-03	53.045	8.63E-03	53.045	-2.19E-03
53.05	8.62E-03	53.05	-2.19E-03	53.05	8.62E-03	53.05	-2.19E-03
53.055	8.62E-03	53.055	-2.19E-03	53.055	8.62E-03	53.055	-2.19E-03
53.06	8.63E-03	53.06	-2.19E-03	53.06	8.63E-03	53.06	-2.19E-03
53.065	8.63E-03	53.065	-2.19E-03	53.065	8.63E-03	53.065	-2.19E-03
53.07	8.63E-03	53.07	-2.19E-03	53.07	8.63E-03	53.07	-2.19E-03
53.075	8.63E-03	53.075	-2.19E-03	53.075	8.63E-03	53.075	-2.19E-03
53.08	8.62E-03	53.08	-2.19E-03	53.08	8.62E-03	53.08	-2.19E-03
53.085	8.62E-03	53.085	-2.19E-03	53.085	8.62E-03	53.085	-2.19E-03
53.09	8.61E-03	53.09	-2.19E-03	53.09	8.61E-03	53.09	-2.19E-03
53.095	8.61E-03	53.095	-2.19E-03	53.095	8.61E-03	53.095	-2.19E-03
53.1	8.61E-03	53.1	-2.19E-03	53.1	8.61E-03	53.1	-2.19E-03
53.105	8.60E-03	53.105	-2.19E-03	53.105	8.60E-03	53.105	-2.19E-03
53.11	8.60E-03	53.11	-2.19E-03	53.11	8.60E-03	53.11	-2.19E-03
53.115	8.59E-03	53.115	-2.19E-03	53.115	8.59E-03	53.115	-2.19E-03
53.12	8.59E-03	53.12	-2.19E-03	53.12	8.59E-03	53.12	-2.19E-03
53.125	8.60E-03	53.125	-2.20E-03	53.125	8.60E-03	53.125	-2.20E-03
53.13	8.59E-03	53.13	-2.20E-03	53.13	8.59E-03	53.13	-2.20E-03
53.135	8.59E-03	53.135	-2.20E-03	53.135	8.59E-03	53.135	-2.20E-03
53.14	8.59E-03	53.14	-2.20E-03	53.14	8.59E-03	53.14	-2.20E-03
53.145	8.58E-03	53.145	-2.20E-03	53.145	8.58E-03	53.145	-2.20E-03
53.15	8.59E-03	53.15	-2.20E-03	53.15	8.59E-03	53.15	-2.20E-03
53.155	8.59E-03	53.155	-2.20E-03	53.155	8.59E-03	53.155	-2.20E-03
53.16	8.59E-03	53.16	-2.20E-03	53.16	8.59E-03	53.16	-2.20E-03
53.165	8.59E-03	53.165	-2.19E-03	53.165	8.59E-03	53.165	-2.19E-03
53.17	8.58E-03	53.17	-2.20E-03	53.17	8.58E-03	53.17	-2.20E-03
53.175	8.59E-03	53.175	-2.20E-03	53.175	8.59E-03	53.175	-2.20E-03
53.18	8.59E-03	53.18	-2.20E-03	53.18	8.59E-03	53.18	-2.20E-03
53.185	8.58E-03	53.185	-2.20E-03	53.185	8.58E-03	53.185	-2.20E-03
53.19	8.58E-03	53.19	-2.20E-03	53.19	8.58E-03	53.19	-2.20E-03
53.195	8.58E-03	53.195	-2.20E-03	53.195	8.58E-03	53.195	-2.20E-03
53.2	8.58E-03	53.2	-2.20E-03	53.2	8.58E-03	53.2	-2.20E-03
53.205	8.57E-03	53.205	-2.20E-03	53.205	8.57E-03	53.205	-2.20E-03
53.21	8.58E-03	53.21	-2.20E-03	53.21	8.58E-03	53.21	-2.20E-03
53.215	8.57E-03	53.215	-2.20E-03	53.215	8.57E-03	53.215	-2.20E-03
53.22	8.57E-03	53.22	-2.20E-03	53.22	8.57E-03	53.22	-2.20E-03
53.225	8.57E-03	53.225	-2.20E-03	53.225	8.57E-03	53.225	-2.20E-03
53.23	8.57E-03	53.23	-2.20E-03	53.23	8.57E-03	53.23	-2.20E-03
53.235	8.57E-03	53.235	-2.20E-03	53.235	8.57E-03	53.235	-2.20E-03
53.24	8.57E-03	53.24	-2.20E-03	53.24	8.57E-03	53.24	-2.20E-03
53.245	8.57E-03	53.245	-2.20E-03	53.245	8.57E-03	53.245	-2.20E-03
53.25	8.57E-03	53.25	-2.20E-03	53.25	8.57E-03	53.25	-2.20E-03
53.255	8.57E-03	53.255	-2.20E-03	53.255	8.57E-03	53.255	-2.20E-03
53.26	8.56E-03	53.26	-2.20E-03	53.26	8.56E-03	53.26	-2.20E-03
53.265	8.56E-03	53.265	-2.20E-03	53.265	8.56E-03	53.265	-2.20E-03
53.27	8.56E-03	53.27	-2.20E-03	53.27	8.56E-03	53.27	-2.20E-03
53.275	8.56E-03	53.275	-2.20E-03	53.275	8.56E-03	53.275	-2.20E-03
53.28	8.56E-03	53.28	-2.20E-03	53.28	8.56E-03	53.28	-2.20E-03
53.285	8.56E-03	53.285	-2.20E-03	53.285	8.56E-03	53.285	-2.20E-03
53.29	8.56E-03	53.29	-2.20E-03	53.29	8.56E-03	53.29	-2.20E-03
53.295	8.56E-03	53.295	-2.20E-03	53.295	8.56E-03	53.295	-2.20E-03
53.3	8.56E-03	53.3	-2.20E-03	53.3	8.56E-03	53.3	-2.20E-03
53.305	8.57E-03	53.305	-2.20E-03	53.305	8.57E-03	53.305	-2.20E-03
53.31	8.55E-03	53.31	-2.20E-03	53.31	8.55E-03	53.31	-2.20E-03
53.315	8.55E-03	53.315	-2.20E-03	53.315	8.55E-03	53.315	-2.20E-03
53.32	8.54E-03	53.32	-2.20E-03	53.32	8.54E-03	53.32	-2.20E-03
53.325	8.55E-03	53.325	-2.20E-03	53.325	8.55E-03	53.325	-2.20E-03
53.33	8.55E-03	53.33	-2.20E-03	53.33	8.55E-03	53.33	-2.20E-03
53.335	8.55E-03	53.335	-2.20E-03	53.335	8.55E-03	53.335	-2.20E-03
53.34	8.55E-03	53.34	-2.20E-03	53.34	8.55E-03	53.34	-2.20E-03
53.345	8.55E-03	53.345	-2.20E-03	53.345	8.55E-03	53.345	-2.20E-03
53.35	8.54E-03	53.35	-2.20E-03	53.35	8.54E-03	53.35	-2.20E-03
53.355	8.54E-03	53.355	-2.20E-03	53.355	8.54E-03	53.355	-2.20E-03
53.36	8.54E-03	53.36	-2.20E-03	53.36	8.54E-03	53.36	-2.20E-03
53.365	8.55E-03	53.365	-2.20E-03	53.365	8.55E-03	53.365	-2.20E-03
53.37	8.54E-03	53.37	-2.20E-03	53.37	8.54E-03	53.37	-2.20E-03
53.375	8.54E-03	53.375	-2.20E-03	53.375	8.54E-03	53.375	-2.20E-03
53.38	8.55E-03	53.38	-2.20E-03	53.38	8.55E-03	53.38	-2.20E-03
53.385	8.55E-03	53.385	-2.20E-03	53.385	8.55E-03	53.385	-2.20E-03
53.39	8.54E-03	53.39	-2.20E-03	53.39	8.54E-03	53.39	-2.20E-03
53.395	8.55E-03	53.395	-2.19E-03	53.395	8.55E-03	53.395	-2.19E-03
53.4	8.54E-03	53.4	-2.20E-03	53.4	8.54E-03	53.4	-2.20E-03
53.405	8.54E-03	53.405	-2.20E-03	53.405	8.54E-03	53.405	-2.20E-03
53.41	8.54E-03	53.41	-2.20E-03	53.41	8.54E-03	53.41	-2.20E-03
53.415	8.53E-03	53.415	-2.20E-03	53.415	8.53E-03	53.415	-2.20E-03
53.42	8.54E-03	53.42	-2.20E-03	53.42	8.54E-03	53.42	-2.20E-03
53.425	8.54E-03	53.425	-2.20E-03	53.425	8.54E-03	53.425	-2.20E-03
53.43	8.53E-03	53.43	-2.20E-03	53.43	8.53E-03	53.43	-2.20E-03
53.435	8.53E-03	53.435	-2.20E-03	53.435	8.53E-03	53.435	-2.20E-03
53.44	8.54E-03	53.44	-2.20E-03	53.44	8.54E-03	53.44	-2.20E-03
53.445	8.53E-03	53.445	-2.20E-03	53.445	8.53E-03	53.445	-2.20E-03
53.45	8.53E-03	53.45	-2.20E-03	53.45	8.53E-03	53.45	-2.20E-03
53.455	8.53E-03	53.455	-2.20E-03	53.455	8.53E-03	53.455	-2.20E-03
53.46	8.53E-03	53.46	-2.20E-03	53.46	8.53E-03	53.46	-2.20E-03
53.465	8.53E-03	53.465	-2.20E-03	53.465	8.53E-03	53.465	-2.20E-03
53.47	8.54E-03	53.47	-2.20E-03	53.47	8.54E-03	53.47	-2.20E-03
53.475	8.54E-03	53.475	-2.20E-03	53.475	8.54E-03	53.475	-2.20E-03
53.48	8.53E-03	53.48	-2.20E-03	53.48	8.53E-03	53.48	-2.20E-03
53.485	8.54E-03	53.485	-2.20E-03	53.485	8.54E-03	53.485	-2.20E-03
53.49	8.54E-03	53.49	-2.20E-03	53.49	8.54E-03	53.49	-2.20E-03
53.495	8.54E-03	53.495	-2.20E-03	53.495	8.54E-03	53.495	-2.20E-03
53.5	8.54E-03	53.5	-2.20E-03	53.5	8.54E-03	53.5	-2.20E-03
53.505	8.54E-03	53.505	-2.20E-03	53.505	8.54E-03	53.505	-2.20E-03
53.51	8.53E-03	53.51	-2.20E-03	53.51	8.53E-03	53.51	-2.20E-03
53.515	8.54E-03	53.515	-2.20E-03	53.515	8.54E-03	53.515	-2.20E-03
53.52	8.53E-03	53.52	-2.20E-03	53.52	8.53E-03	53.52	-2.20E-03
53.525	8.53E-03	53.525	-2.20E-03	53.525	8.53E-03	53.525	-2.20E-03
53.53	8.53E-03	53.53	-2.20E-03	53.53	8.53E-03	53.53	-2.20E-03
53.535	8.53E-03	53.535	-2.20E-03	53.535	8.53E-03	53.535	-2.20E-03
53.54	8.53E-03	53.54	-2.20E-03	53.54	8.53E-03	53.54	-2.20E-03
53.545	8.53E-03	53.545	-2.20E-03	53.545	8.53E-03	53.545	-2.20E-03
53.55	8.52E-03	53.55	-2.20E-03	53.55	8.52E-03	53.55	-2.20E-03
53.555	8.53E-03	53.555	-2.20E-03	53.555	8.53E-03	53.555	-2.20E-03
53.56	8.53E-03	53.56	-2.20E-03	53.56	8.53E-03	53.56	-2.20E-03
53.565	8.53E-03	53.565	-2.20E-03	53.565	8.53E-03	53.565	-2.20E-03
53.57	8.54E-03	53.57	-2.20E-03	53.57	8.54E-03	53.57	-2.20E-03
53.575	8.53E-03	53.575	-2.20E-03	53.575	8.53E-03	53.575	-2.20E-03
53.58	8.53E-03	53.58	-2.20E-03	53.58	8.53E-03	53.58	-2.20E-03
53.585	8.53E-03	53.585	-2.20E-03	53.585	8.53E-03	53.585	-2.20E-03
53.59	8.52E-03	53.59	-2.20E-03	53.59	8.52E-03	53.59	-2.20E-03
53.595	8.53E-03	53.595	-2.20E-03	53.595	8.53E-03	53.595	-2.20E-03
53.6	8.53E-03	53.6	-2.20E-03	53.6	8.53E-03	53.6	-2.20E-03
53.605	8.53E-03	53.605	-2.20E-03	53.605	8.53E-03	53.605	-2.20E-03
53.61	8.53E-03	53.61	-2.20E-03	53.61	8.53E-03	53.61	-2.20E-03
53.615	8.53E-03	53.615	-2.20E-03	53.615	8.53E-03	53.615	-2.20E-03
53.62	8.52E-03	53.62	-2.20E-03	53.62	8.52E-03	53.62	-2.20E-03
53.625	8.53E-03	53.625	-2.20E-03	53.625	8.53E-03	53.625	-2.20E-03
53.63	8.53E-03	53.63	-2.20E-03	53.63	8.53E-03	53.63	-2.20E-03
53.635	8.53E-03	53.635	-2.20E-03	53.635	8.53E-03	53.635	-2.20E-03
53.64	8.53E-03	53.64	-2.20E-03	53.64	8.53E-03	53.64	-2.20E-03
53.645	8.53E-03	53.645	-2.20E-03	53.645	8.53E-03	53.645	-2.20E-03
53.65	8.54E-03	53.65	-2.20E-03	53.65	8.54E-03	53.65	-2.20E-03
53.655	8.53E-03	53.655	-2.20E-03	53.655	8.53E-03	53.655	-2.20E-03
53.66	8.52E-03	53.66	-2.20E-03	53.66	8.52E-03	53.66	-2.20E-03
53.665	8.52E-03	53.665	-2.20E-03	53.665	8.52E-03	53.665	-2.20E-03
53.67	8.52E-03	53.67	-2.20E-03	53.67	8.52E-03	53.67	-2.20E-03
53.675	8.52E-03	53.675	-2.20E-03	53.675	8.52E-03	53.675	-2.20E-03
53.68	8.53E-03	53.68	-2.21E-03	53.68	8.53E-03	53.68	-2.21E-03
53.685	8.53E-03	53.685	-2.20E-03	53.685	8.53E-03	53.685	-2.20E-03
53.69	8.52E-03	53.69	-2.20E-03	53.69	8.52E-03	53.69	-2.20E-03
53.695	8.52E-03	53.695	-2.20E-03	53.695	8.52E-03	53.695	-2.20E-03
53.7	8.52E-03	53.7	-2.21E-03	53.7	8.52E-03	53.7	-2.21E-03
53.705	8.52E-03	53.705	-2.20E-03	53.705	8.52E-03	53.705	-2.20E-03
53.71	8.52E-03	53.71	-2.20E-03	53.71	8.52E-03	53.71	-2.20E-03
53.715	8.52E-03	53.715	-2.20E-03	53.715	8.52E-03	53.715	-2.20E-03
53.72	8.52E-03	53.72	-2.20E-03	53.72	8.52E-03	53.72	-2.20E-03
53.725	8.52E-03	53.725	-2.20E-03	53.725	8.52E-03	53.725	-2.20E-03
53.73	8.52E-03	53.73	-2.20E-03	53.73	8.52E-03	53.73	-2.20E-03
53.735	8.52E-03	53.735	-2.20E-03	53.735	8.52E-03	53.735	-2.20E-03
53.74	8.52E-03	53.74	-2.20E-03	53.74	8.52E-03	53.74	-2.20E-03
53.745	8.52E-03	53.745	-2.21E-03	53.745	8.52E-03	53.745	-2.21E-03
53.75	8.52E-03	53.75	-2.21E-03	53.75	8.52E-03	53.75	-2.21E-03
53.755	8.52E-03	53.755	-2.20E-03	53.755	8.52E-03	53.755	-2.20E-03
53.76	8.52E-03	53.76	-2.20E-03	53.76	8.52E-03	53.76	-2.20E-03
53.765	8.52E-03	53.765	-2.20E-03	53.765	8.52E-03	53.765	-2.20E-03
53.77	8.52E-03	53.77	-2.20E-03	53.77	8.52E-03	53.77	-2.20E-03
53.775	8.52E-03	53.775	-2.20E-03	53.775	8.52E-03	53.775	-2.20E-03
53.78	8.52E-03	53.78	-2.20E-03	53.78	8.52E-03	53.78	-2.20E-03
53.785	8.52E-03	53.785	-2.20E-03	53.785	8.52E-03	53.785	-2.20E-03
53.79	8.51E-03	53.79	-2.20E-03	53.79	8.51E-03	53.79	-2.20E-03
53.795	8.52E-03	53.795	-2.20E-03	53.795	8.52E-03	53.795	-2.20E-03
53.8	8.52E-03	53.8	-2.20E-03	53.8	8.52E-03	53.8	-2.20E-03
53.805	8.53E-03	53.805	-2.20E-03	53.805	8.53E-03	53.805	-2.20E-03
53.81	8.54E-03	53.81	-2.20E-03	53.81	8.54E-03	53.81	-2.20E-03
53.815	8.54E-03	53.815	-2.20E-03	53.815	8.54E-03	53.815	-2.20E-03
53.82	8.54E-03	53.82	-2.20E-03	53.82	8.54E-03	53.82	-2.20E-03
53.825	8.54E-03	53.825	-2.20E-03	53.825	8.54E-03	53.825	-2.20E-03
53.83	8.53E-03	53.83	-2.20E-03	53.83	8.53E-03	53.83	-2.20E-03
53.835	8.53E-03	53.835	-2.20E-03	53.835	8.53E-03	53.835	-2.20E-03
53.84	8.54E-03	53.84	-2.20E-03	53.84	8.54E-03	53.84	-2.20E-03
53.845	8.53E-03	53.845	-2.20E-03	53.845	8.53E-03	53.845	-2.20E-03
53.85	8.52E-03	53.85	-2.20E-03	53.85	8.52E-03	53.85	-2.20E-03
53.855	8.52E-03	53.855	-2.20E-03	53.855	8.52E-03	53.855	-2.20E-03
53.86	8.53E-03	53.86	-2.20E-03	53.86	8.53E-03	53.86	-2.20E-03
53.865	8.52E-03	53.865	-2.21E-03	53.865	8.52E-03	53.865	-2.21E-03
53.87	8.52E-03	53.87	-2.21E-03	53.87	8.52E-03	53.87	-2.21E-03
53.875	8.52E-03	53.875	-2.21E-03	53.875	8.52E-03	53.875	-2.21E-03
53.88	8.52E-03	53.88	-2.21E-03	53.88	8.52E-03	53.88	-2.21E-03
53.885	8.53E-03	53.885	-2.21E-03	53.885	8.53E-03	53.885	-2.21E-03
53.89	8.52E-03	53.89	-2.20E-03	53.89	8.52E-03	53.89	-2.20E-03
53.895	8.52E-03	53.895	-2.21E-03	53.895	8.52E-03	53.895	-2.21E-03
53.9	8.51E-03	53.9	-2.20E-03	53.9	8.51E-03	53.9	-2.20E-03
53.905	8.52E-03	53.905	-2.20E-03	53.905	8.52E-03	53.905	-2.20E-03
53.91	8.52E-03	53.91	-2.20E-03	53.91	8.52E-03	53.91	-2.20E-03
53.915	8.52E-03	53.915	-2.20E-03	53.915	8.52E-03	53.915	-2.20E-03
53.92	8.53E-03	53.92	-2.20E-03	53.92	8.53E-03	53.92	-2.20E-03
53.925	8.53E-03	53.925	-2.20E-03	53.925	8.53E-03	53.925	-2.20E-03
53.93	8.52E-03	53.93	-2.20E-03	53.93	8.52E-03	53.93	-2.20E-03
53.935	8.52E-03	53.935	-2.20E-03	53.935	8.52E-03	53.935	-2.20E-03
53.94	8.52E-03	53.94	-2.20E-03	53.94	8.52E-03	53.94	-2.20E-03
53.945	8.53E-03	53.945	-2.20E-03	53.945	8.53E-03	53.945	-2.20E-03
53.95	8.53E-03	53.95	-2.20E-03	53.95	8.53E-03	53.95	-2.20E-03
53.955	8.54E-03	53.955	-2.20E-03	53.955	8.54E-03	53.955	-2.20E-03
53.96	8.53E-03	53.96	-2.20E-03	53.96	8.53E-03	53.96	-2.20E-03
53.965	8.52E-03	53.965	-2.20E-03	53.965	8.52E-03	53.965	-2.20E-03
53.97	8.53E-03	53.97	-2.20E-03	53.97	8.53E-03	53.97	-2.20E-03
53.975	8.53E-03	53.975	-2.20E-03	53.975	8.53E-03	53.975	-2.20E-03
53.98	8.53E-03	53.98	-2.20E-03	53.98	8.53E-03	53.98	-2.20E-03
53.985	8.52E-03	53.985	-2.20E-03	53.985	8.52E-03	53.985	-2.20E-03
53.99	8.52E-03	53.99	-2.20E-03	53.99	8.52E-03	53.99	-2.20E-03
53.995	8.53E-03	53.995	-2.20E-03	53.995	8.53E-03	53.995	-2.20E-03
54	8.53E-03	54	-2.20E-03	54	8.53E-03	54	-2.20E-03
