5.000000E+1	7.494811E-3	2.647410E-3
5.005000E+1	7.502306E-3	2.655040E-3
5.010000E+1	7.509801E-3	2.670300E-3
5.015000E+1	7.517296E-3	2.662670E-3
5.020000E+1	7.524791E-3	2.655040E-3
5.025000E+1	7.532286E-3	2.670300E-3
5.030000E+1	7.539780E-3	2.655040E-3
5.035000E+1	7.547275E-3	2.655040E-3
5.040000E+1	7.554770E-3	2.662670E-3
5.045000E+1	7.562265E-3	2.655040E-3
5.050000E+1	7.569760E-3	2.662670E-3
5.055000E+1	7.577254E-3	2.662670E-3
5.060000E+1	7.584749E-3	2.655040E-3
5.065000E+1	7.592244E-3	2.677930E-3
5.070000E+1	7.599739E-3	2.685560E-3
5.075000E+1	7.607234E-3	2.655040E-3
5.080000E+1	7.614728E-3	2.655040E-3
5.085000E+1	7.622223E-3	2.662670E-3
5.090000E+1	7.629718E-3	2.670300E-3
5.095000E+1	7.637213E-3	2.685560E-3
5.100000E+1	7.644708E-3	2.670300E-3
5.105000E+1	7.652202E-3	2.647410E-3
5.110000E+1	7.659697E-3	2.655040E-3
5.115000E+1	7.667192E-3	2.639790E-3
5.120000E+1	7.674687E-3	2.647410E-3
5.125000E+1	7.682182E-3	2.647410E-3
5.130000E+1	7.689677E-3	2.639790E-3
5.135000E+1	7.697171E-3	2.586380E-3
5.140000E+1	7.704666E-3	2.532970E-3
5.145000E+1	7.712161E-3	2.532970E-3
5.150000E+1	7.719656E-3	2.563490E-3
5.155000E+1	7.727151E-3	2.532970E-3
5.160000E+1	7.734645E-3	2.456680E-3
5.165000E+1	7.742140E-3	2.418530E-3
5.170000E+1	7.749635E-3	2.349870E-3
5.175000E+1	7.757130E-3	2.212540E-3
5.180000E+1	7.764625E-3	2.212540E-3
5.185000E+1	7.772119E-3	1.960770E-3
5.190000E+1	7.779614E-3	1.777660E-3
5.195000E+1	7.787109E-3	1.701360E-3
5.200000E+1	7.794604E-3	1.380930E-3
5.205000E+1	7.802099E-3	1.243600E-3
5.210000E+1	7.809594E-3	5.264320E-4
5.215000E+1	7.817088E-3	6.561320E-4
5.220000E+1	7.824583E-3	1.052860E-3
5.225000E+1	7.832078E-3	-6.790200E-4
5.230000E+1	7.839573E-3	-1.457220E-3
5.235000E+1	7.847068E-3	-1.472480E-3
5.240000E+1	7.854562E-3	-8.468670E-4
5.245000E+1	7.862057E-3	-9.765700E-4
5.250000E+1	7.869552E-3	-6.332430E-4
5.255000E+1	7.877047E-3	-6.408730E-4
5.260000E+1	7.884542E-3	-4.196190E-4
5.265000E+1	7.892036E-3	-4.119890E-4
5.270000E+1	7.899531E-3	-3.585830E-4
5.275000E+1	7.907026E-3	-2.365120E-4
5.280000E+1	7.914521E-3	-1.373300E-4
5.285000E+1	7.922016E-3	-1.983650E-4
5.290000E+1	7.929511E-3	-1.068120E-4
5.295000E+1	7.937005E-3	-1.983650E-4
5.300000E+1	7.944500E-3	-4.577660E-5
5.305000E+1	7.951995E-3	-5.340600E-5
5.310000E+1	7.959490E-3	-1.068120E-4
5.315000E+1	7.966985E-3	-6.866500E-5
5.320000E+1	7.974479E-3	-3.051780E-5
5.325000E+1	7.981974E-3	-9.155320E-5
5.330000E+1	7.989469E-3	-3.814720E-5
5.335000E+1	7.996964E-3	0.000000E+0
5.340000E+1	8.004459E-3	2.288830E-5
5.345000E+1	8.011953E-3	1.525890E-5
5.350000E+1	8.019448E-3	3.051780E-5
5.355000E+1	8.026943E-3	9.918260E-5
5.360000E+1	8.034438E-3	6.866500E-5
5.365000E+1	8.041933E-3	1.525890E-4
5.370000E+1	8.049427E-3	1.220710E-4
5.375000E+1	8.056922E-3	1.602180E-4
5.380000E+1	8.064417E-3	1.297010E-4
5.385000E+1	8.071912E-3	1.602180E-4
5.390000E+1	8.079407E-3	1.907360E-4
5.395000E+1	8.086902E-3	1.754770E-4
5.400000E+1	8.094396E-3	1.678480E-4
5.405000E+1	8.101891E-3	1.907360E-4
5.410000E+1	8.109386E-3	2.136240E-4
5.415000E+1	8.116881E-3	2.059950E-4
5.420000E+1	8.124376E-3	2.899190E-4
5.425000E+1	8.131870E-3	2.670310E-4
5.430000E+1	8.139365E-3	3.128070E-4
5.435000E+1	8.146860E-3	2.975480E-4
5.440000E+1	8.154355E-3	1.831060E-4
5.445000E+1	8.161850E-3	2.670310E-4
5.450000E+1	8.169344E-3	2.517720E-4
5.455000E+1	8.176839E-3	1.525890E-4
5.460000E+1	8.184334E-3	1.525890E-4
5.465000E+1	8.191829E-3	1.449590E-4
5.470000E+1	8.199324E-3	1.983650E-4
5.475000E+1	8.206819E-3	1.525890E-4
5.480000E+1	8.214313E-3	1.754770E-4
5.485000E+1	8.221808E-3	2.059950E-4
5.490000E+1	8.229303E-3	2.288830E-4
5.495000E+1	8.236798E-3	2.059950E-4
5.500000E+1	8.244293E-3	2.059950E-4
